area,system,altitude_km,fs_height_m,load_factor_pct,distance_type,border_margin_km,azimuth_mode,inr_20_pct_db,protection_margin_db,source_count
SouthAmerica,3,525,20,20,M,60,demo,-9.667227,3.667227,0
SouthAmerica,3,525,20,20,M,70,demo,-11.067647,5.067647,0
SouthAmerica,3,525,20,20,M,80,demo,-12.454635,6.454635,0
SouthAmerica,3,525,20,20,M,90,demo,-13.831364,7.831364,0
SouthAmerica,3,525,20,20,M,100,demo,-15.200000,9.200000,0
SouthAmerica,3,525,20,50,M,10,demo,2.000000,-8.000000,0
SouthAmerica,3,525,20,50,M,20,demo,0.248455,-6.248455,0
SouthAmerica,3,525,20,50,M,30,demo,-1.315682,-4.684318,0
SouthAmerica,3,525,20,50,M,40,demo,-2.803090,-3.196910,0
SouthAmerica,3,525,20,50,M,50,demo,-4.248455,-1.751545,0
SouthAmerica,3,525,20,50,M,60,demo,-5.667227,-0.332773,0
SouthAmerica,3,525,20,50,M,70,demo,-7.067647,1.067647,0
SouthAmerica,3,525,20,50,M,80,demo,-8.454635,2.454635,0
SouthAmerica,3,525,20,50,M,90,demo,-9.831364,3.831364,0
SouthAmerica,3,525,20,50,M,100,demo,-11.200000,5.200000,0
SouthAmerica,3,525,40,20,M,10,demo,-2.500000,-3.500000,0
SouthAmerica,3,525,40,20,M,20,demo,-4.251545,-1.748455,0
SouthAmerica,3,525,40,20,M,30,demo,-5.815682,-0.184318,0
SouthAmerica,3,525,40,20,M,40,demo,-7.303090,1.303090,0
SouthAmerica,3,525,40,20,M,50,demo,-8.748455,2.748455,0
SouthAmerica,3,525,40,20,M,60,demo,-10.167227,4.167227,0
SouthAmerica,3,525,40,20,M,70,demo,-11.567647,5.567647,0
SouthAmerica,3,525,40,20,M,80,demo,-12.954635,6.954635,0
SouthAmerica,3,525,40,20,M,90,demo,-14.331364,8.331364,0
SouthAmerica,3,525,40,20,M,100,demo,-15.700000,9.700000,0
SouthAmerica,3,525,40,50,M,10,demo,1.500000,-7.500000,0
SouthAmerica,3,525,40,50,M,20,demo,-0.251545,-5.748455,0
SouthAmerica,3,525,40,50,M,30,demo,-1.815682,-4.184318,0
SouthAmerica,3,525,40,50,M,40,demo,-3.303090,-2.696910,0
SouthAmerica,3,525,40,50,M,50,demo,-4.748455,-1.251545,0
SouthAmerica,3,525,40,50,M,60,demo,-6.167227,0.167227,0
SouthAmerica,3,525,40,50,M,70,demo,-7.567647,1.567647,0
SouthAmerica,3,525,40,50,M,80,demo,-8.954635,2.954635,0
SouthAmerica,3,525,40,50,M,90,demo,-10.331364,4.331364,0
SouthAmerica,3,525,40,50,M,100,demo,-11.700000,5.700000,0
